task,representation,summary_weight,model,C,class_weight,alpha,base_candidate_id,source_weight,recency,domain,ensemble_weight,stage_a_eligible,stage_b_eligible,stage_c_eligible,stage_d_eligible,stage_e_eligible,selectable,nonexecution_reason,candidate_id
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.0,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.00-half_life_4-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.0,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.00-half_life_4-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.0,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.00-half_life_6-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.0,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.00-half_life_6-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.1,all_history,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.10-all_history-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.1,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.10-all_history-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.1,five_year,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.10-five_year-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.1,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.10-five_year-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.1,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.10-half_life_2-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.1,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.10-half_life_2-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.1,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.10-half_life_4-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.1,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.10-half_life_4-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.1,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.10-half_life_6-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.1,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.10-half_life_6-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.25,all_history,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.25-all_history-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.25,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.25-all_history-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.25,five_year,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.25-five_year-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.25,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.25-five_year-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.25,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.25-half_life_2-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.25,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.25-half_life_2-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.25,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.25-half_life_4-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.25,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.25-half_life_4-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.25,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.25-half_life_6-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.25,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.25-half_life_6-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.5,all_history,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.50-all_history-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.5,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.50-all_history-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.5,five_year,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.50-five_year-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.5,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.50-five_year-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.5,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.50-half_life_2-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.5,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.50-half_life_2-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.5,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.50-half_life_4-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.5,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.50-half_life_4-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.5,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0080-sw0.50-half_life_6-plain
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,0.5,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0080-sw0.50-half_life_6-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,,selected,selected,0.25,False,False,False,False,True,True,requires compatible top pair,s3-A-0080-ensemble-0.25
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,,selected,selected,0.5,False,False,False,False,True,True,requires compatible top pair,s3-A-0080-ensemble-0.50
s3,R2,3.0,LogisticRegression,0.25,,,s3-A-0080,,selected,selected,0.75,False,False,False,False,True,True,requires compatible top pair,s3-A-0080-ensemble-0.75
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.0,all_history,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.00-all_history-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.0,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.00-all_history-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.0,five_year,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.00-five_year-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.0,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.00-five_year-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.0,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.00-half_life_2-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.0,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.00-half_life_2-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.0,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.00-half_life_4-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.0,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.00-half_life_4-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.0,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.00-half_life_6-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.0,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.00-half_life_6-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.1,all_history,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.10-all_history-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.1,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.10-all_history-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.1,five_year,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.10-five_year-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.1,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.10-five_year-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.1,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.10-half_life_2-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.1,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.10-half_life_2-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.1,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.10-half_life_4-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.1,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.10-half_life_4-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.1,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.10-half_life_6-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.1,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.10-half_life_6-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.25,all_history,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.25-all_history-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.25,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.25-all_history-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.25,five_year,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.25-five_year-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.25,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.25-five_year-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.25,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.25-half_life_2-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.25,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.25-half_life_2-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.25,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.25-half_life_4-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.25,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.25-half_life_4-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.25,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.25-half_life_6-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.25,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.25-half_life_6-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.5,all_history,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.50-all_history-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.5,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.50-all_history-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.5,five_year,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.50-five_year-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.5,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.50-five_year-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.5,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.50-half_life_2-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.5,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.50-half_life_2-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.5,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.50-half_life_4-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.5,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.50-half_life_4-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.5,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0081-sw0.50-half_life_6-plain
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,0.5,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0081-sw0.50-half_life_6-domain_augmented
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,,selected,selected,0.25,False,False,False,False,True,True,requires compatible top pair,s3-A-0081-ensemble-0.25
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,,selected,selected,0.5,False,False,False,False,True,True,requires compatible top pair,s3-A-0081-ensemble-0.50
s3,R2,1.0,LogisticRegression,0.25,balanced,,s3-A-0081,,selected,selected,0.75,False,False,False,False,True,True,requires compatible top pair,s3-A-0081-ensemble-0.75
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.0,all_history,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.00-all_history-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.0,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.00-all_history-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.0,five_year,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.00-five_year-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.0,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.00-five_year-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.0,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.00-half_life_2-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.0,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.00-half_life_2-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.0,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.00-half_life_4-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.0,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.00-half_life_4-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.0,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.00-half_life_6-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.0,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.00-half_life_6-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.1,all_history,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.10-all_history-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.1,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.10-all_history-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.1,five_year,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.10-five_year-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.1,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.10-five_year-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.1,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.10-half_life_2-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.1,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.10-half_life_2-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.1,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.10-half_life_4-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.1,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.10-half_life_4-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.1,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.10-half_life_6-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.1,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.10-half_life_6-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.25,all_history,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.25-all_history-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.25,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.25-all_history-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.25,five_year,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.25-five_year-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.25,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.25-five_year-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.25,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.25-half_life_2-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.25,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.25-half_life_2-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.25,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.25-half_life_4-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.25,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.25-half_life_4-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.25,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.25-half_life_6-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.25,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.25-half_life_6-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.5,all_history,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.50-all_history-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.5,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.50-all_history-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.5,five_year,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.50-five_year-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.5,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.50-five_year-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.5,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.50-half_life_2-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.5,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.50-half_life_2-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.5,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.50-half_life_4-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.5,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.50-half_life_4-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.5,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0082-sw0.50-half_life_6-plain
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,0.5,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0082-sw0.50-half_life_6-domain_augmented
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,,selected,selected,0.25,False,False,False,False,True,True,requires compatible top pair,s3-A-0082-ensemble-0.25
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,,selected,selected,0.5,False,False,False,False,True,True,requires compatible top pair,s3-A-0082-ensemble-0.50
s3,R2,2.0,LogisticRegression,0.25,balanced,,s3-A-0082,,selected,selected,0.75,False,False,False,False,True,True,requires compatible top pair,s3-A-0082-ensemble-0.75
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.0,all_history,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.00-all_history-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.0,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.00-all_history-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.0,five_year,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.00-five_year-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.0,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.00-five_year-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.0,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.00-half_life_2-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.0,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.00-half_life_2-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.0,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.00-half_life_4-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.0,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.00-half_life_4-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.0,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.00-half_life_6-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.0,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.00-half_life_6-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.1,all_history,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.10-all_history-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.1,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.10-all_history-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.1,five_year,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.10-five_year-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.1,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.10-five_year-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.1,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.10-half_life_2-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.1,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.10-half_life_2-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.1,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.10-half_life_4-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.1,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.10-half_life_4-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.1,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.10-half_life_6-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.1,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.10-half_life_6-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.25,all_history,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.25-all_history-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.25,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.25-all_history-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.25,five_year,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.25-five_year-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.25,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.25-five_year-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.25,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.25-half_life_2-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.25,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.25-half_life_2-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.25,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.25-half_life_4-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.25,half_life_4,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.25-half_life_4-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.25,half_life_6,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.25-half_life_6-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.25,half_life_6,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.25-half_life_6-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.5,all_history,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.50-all_history-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.5,all_history,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.50-all_history-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.5,five_year,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.50-five_year-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.5,five_year,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.50-five_year-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.5,half_life_2,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.50-half_life_2-plain
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.5,half_life_2,domain_augmented,,True,True,True,True,True,True,,s3-A-0083-sw0.50-half_life_2-domain_augmented
s3,R2,3.0,LogisticRegression,0.25,balanced,,s3-A-0083,0.5,half_life_4,plain,,True,True,True,True,True,True,,s3-A-0083-sw0.50-half_life_4-plain
